frame,landmark,vector,total_vector
23,pose_27,"[0.008891463279724121, -0.0003535747528076172]",7.918313436050539e-05
23,pose_28,"[0.005494654178619385, 4.8995018005371094e-05]",3.0193625054408813e-05
23,pose_29,"[0.007077991962432861, -0.0005624294281005859]",5.041429708185774e-05
23,pose_30,"[0.0028705894947052, 6.937980651855469e-05]",8.245097604664409e-06
23,pose_31,"[0.010689914226531982, -0.000607609748840332]",0.00011464345577749668
23,pose_32,"[0.011750727891921997, -0.0019571781158447266]",0.0001419101521671351
23,hand_0_0,"[0.007366597652435303, -0.021941393613815308]",0.0005356915146892405
23,hand_0_1,"[0.0047149658203125, -0.02239358425140381]",0.0005237035183114358
23,hand_0_2,"[0.0025102198123931885, -0.025201082229614258]",0.0006413957490503108
23,hand_0_3,"[0.001012563705444336, -0.03277367353439331]",0.0010751389621965757
23,hand_0_4,"[0.0016460418701171875, -0.03878355026245117]",0.0015068732247982553
23,hand_0_5,"[0.007887274026870728, -0.03179365396499634]",0.001073045524020877
23,hand_0_6,"[-4.1931867599487305e-05, -0.0378623902797699]",0.0014335623559791344
23,hand_0_7,"[-0.007843554019927979, -0.011036396026611328]",0.00018332337691973066
23,hand_0_8,"[-0.027100861072540283, 0.015197664499282837]",0.0009654256771058911
23,hand_0_9,"[0.014636307954788208, -0.034846216440200806]",0.0014284803107447175
23,hand_0_10,"[0.011014699935913086, -0.03840389847755432]",0.0015961830329525029
23,hand_0_11,"[0.0013814568519592285, -0.007622092962265015]",6.000472415923497e-05
23,hand_0_12,"[-0.029550880193710327, 0.020686239004135132]",0.001301175004359223
23,hand_0_13,"[0.02033895254135132, -0.04285949468612671]",0.002250609275229465
23,hand_0_14,"[0.019697457551956177, -0.04025283455848694]",0.0020082805240040358
23,hand_0_15,"[0.009534716606140137, -0.0069925785064697266]",0.00013980697492854688
23,hand_0_16,"[-0.019272983074188232, 0.021665215492248535]",0.000840829438903512
23,hand_0_17,"[0.022983908653259277, -0.052295178174972534]",0.0032630457173334904
23,hand_0_18,"[0.03323879837989807, -0.05038526654243469]",0.0036434928022917035
23,hand_0_19,"[0.03252732753753662, -0.023132264614105225]",0.001593128702911173
23,hand_0_20,"[0.013796329498291016, 0.0026428401470184326]",0.00019732331166810724
23,hand_1_0,"[0.0010415911674499512, -0.0028635263442993164]",9.28469528460596e-06
23,hand_1_1,"[-0.0003145933151245117, -0.004564762115478516]",2.0936022124828924e-05
23,hand_1_2,"[0.0008972287178039551, -0.00551152229309082]",3.1181897359289223e-05
23,hand_1_3,"[0.0033971071243286133, -0.0023708343505859375]",1.7161192332082464e-05
23,hand_1_4,"[0.004383981227874756, 4.851818084716797e-05]",1.922164542023097e-05
23,hand_1_5,"[-0.00576019287109375, -0.010068953037261963]",0.00013456363717878617
23,hand_1_6,"[-0.012316405773162842, -0.016095638275146484]",0.0004107634226535595
23,hand_1_7,"[-0.014463365077972412, -0.020481407642364502]",0.0006286769883914189
23,hand_1_8,"[-0.015876471996307373, -0.026029765605926514]",0.0009296110605490071
23,hand_1_9,"[-0.007091641426086426, -0.007106661796569824]",0.00010079602000701016
23,hand_1_10,"[-0.011080443859100342, -0.005090653896331787]",0.00014869099320691248
23,hand_1_11,"[-0.00970369577407837, -0.0036153197288513184]",0.00010723224841768797
23,hand_1_12,"[-0.0075424909591674805, -0.00222015380859375]",6.181825280293651e-05
23,hand_1_13,"[-0.006689667701721191, -0.0024466514587402344]",5.0737757320007404e-05
23,hand_1_14,"[-0.010198831558227539, 0.0003591179847717285]",0.00010414513088008448
23,hand_1_15,"[-0.004768431186676025, 0.001672506332397461]",2.5535213413974134e-05
23,hand_1_16,"[0.00119781494140625, 0.002447843551635742]",7.4266986871407425e-06
23,hand_1_17,"[-0.006306886672973633, 0.0021772384643554688]",4.451718683640138e-05
23,hand_1_18,"[-0.01048511266708374, 0.0020258426666259766]",0.00011404162615136215
23,hand_1_19,"[-0.0038565993309020996, 0.0006799101829528809]",1.5335636255997542e-05
23,hand_1_20,"[0.004115700721740723, -6.93202018737793e-05]",1.6943797721324927e-05
24,pose_0,"[-0.03135812282562256, -0.0064554959535598755]",0.0010250052951532584
24,pose_1,"[-0.020851612091064453, -0.00616087019443512]",0.0004727460483489043
24,pose_2,"[-0.015339851379394531, -0.006623998284339905]",0.0002791883936128503
24,pose_3,"[-0.011906027793884277, -0.006021291017532349]",0.00017800944334656066
24,pose_4,"[-0.027900755405426025, -0.005668088793754578]",0.0008105793827672958
24,pose_5,"[-0.0271872878074646, -0.005478709936141968]",0.000769164880890294
24,pose_6,"[-0.02493572235107422, -0.005378246307373047]",0.0006507157825126342
24,pose_7,"[-0.002431213855743408, -0.004096522927284241]",2.2692300906124174e-05
24,pose_8,"[-0.0041360557079315186, -0.004697546362876892]",3.917389865049081e-05
24,pose_9,"[-0.022189319133758545, -0.005197495222091675]",0.0005193798402034489
24,pose_10,"[-0.030357182025909424, -0.005024045705795288]",0.0009467995358081183
24,pose_11,"[-0.0020028352737426758, -0.0020237863063812256]",8.107060147644063e-06
24,pose_12,"[0.0006423592567443848, -0.0009900331497192383]",1.3927910522681941e-06
24,pose_13,"[-0.001456916332244873, -0.005241692066192627]",2.9597940915948584e-05
24,pose_14,"[0.007252290844917297, -0.0100480318069458]",0.00015355866569266574
24,pose_15,"[-0.0007341504096984863, -0.0036767125129699707]",1.4057191727090412e-05
24,pose_16,"[0.0042633116245269775, -0.000758826732635498]",1.8751644017989122e-05
24,pose_17,"[-0.0014095902442932129, -0.0007499456405639648]",2.549363120607495e-06
24,pose_18,"[-0.010410964488983154, -0.0012271404266357422]",0.00010989405521755202
24,pose_19,"[-0.0028463006019592285, -0.0009850263595581055]",9.07170404573776e-06
24,pose_20,"[-0.007740616798400879, -0.008893817663192749]",0.0001390171410458052
24,pose_21,"[-0.0034967660903930664, -0.0003383159637451172]",1.2341830782247598e-05
24,pose_22,"[-0.002236276865005493, -0.007225126028060913]",5.720338033832206e-05
24,pose_23,"[0.00038164854049682617, -0.0006937980651855469]",6.270113637185659e-07
24,pose_24,"[0.00019302964210510254, -2.2649765014648438e-06]",3.726557284977616e-08
24,pose_25,"[0.00424426794052124, -0.003355264663696289]",2.9271611314385382e-05
24,pose_26,"[0.013776659965515137, -0.0034514665603637695]",0.00020170898122273684
24,pose_27,"[0.0022429227828979492, -0.0017511844635009766]",8.097349635249884e-06
24,pose_28,"[0.0034638047218322754, 9.572505950927734e-05]",1.2007106438005621e-05
24,pose_29,"[0.0014311671257019043, -0.002017378807067871]",6.118056592896437e-06
24,pose_30,"[0.0014466941356658936, 0.0011467933654785156]",3.408058945275627e-06
24,pose_31,"[0.0018993616104125977, -0.0023154020309448242]",8.968661092012553e-06
24,pose_32,"[0.00205191969871521, -0.0013971328735351562]",6.162354716288121e-06
24,hand_0_0,"[0.019910335540771484, -0.026763498783111572]",0.0011127063284597227
24,hand_0_1,"[0.022681772708892822, -0.02708280086517334]",0.001247940915920509
24,hand_0_2,"[0.02067825198173523, -0.02404770255088806]",0.0010058821029961251
24,hand_0_3,"[0.01991698145866394, -0.025714248418807983]",0.001057908722168932
24,hand_0_4,"[0.011074423789978027, -0.030105501413345337]",0.0010289840776289694
24,hand_0_5,"[0.029393672943115234, -0.032500654458999634]",0.0019202805493501174
24,hand_0_6,"[0.025105923414230347, -0.02686646580696106]",0.0013521143754378073
24,hand_0_7,"[0.023195743560791016, -0.05269786715507507]",0.003315107722031918
24,hand_0_8,"[0.033793747425079346, -0.0814221203327179]",0.00777157904450565
24,hand_0_9,"[0.02384045720100403, -0.03680461645126343]",0.0019229471916775154
24,hand_0_10,"[0.01733219623565674, -0.015114307403564453]",0.0005288473146407568
24,hand_0_11,"[0.005956530570983887, -0.006695806980133057]",8.031408755826419e-05
24,hand_0_12,"[0.004243791103363037, -0.0033961236476898193]",2.9543418759381268e-05
24,hand_0_13,"[0.016765832901000977, -0.03715634346008301]",0.0016616870121879401
24,hand_0_14,"[0.007660567760467529, -0.02521204948425293]",0.0006943317376091329
24,hand_0_15,"[0.00030624866485595703, -0.021615266799926758]",0.000467313547076742
24,hand_0_16,"[-0.0007452964782714844, -0.01714235544204712]",0.00029441581694200636
24,hand_0_17,"[0.008847445249557495, -0.03773599863052368]",0.0015022828800868027
24,hand_0_18,"[0.0016169250011444092, -0.03289005160331726]",0.0010843699409281982
24,hand_0_19,"[-0.004994392395019531, -0.03035438060760498]",0.0009463323774667742
24,hand_0_20,"[-0.006539255380630493, -0.025449633598327637]",0.0006904457112222318
24,hand_1_0,"[-0.005850613117218018, -0.0041599273681640625]",5.153466955576391e-05
24,hand_1_1,"[-0.007404625415802002, -0.0054819583892822266]",8.488034533016275e-05
24,hand_1_2,"[-0.006462454795837402, -0.0026180148124694824]",4.861732354655146e-05
24,hand_1_3,"[-0.007021725177764893, 0.002987205982208252]",5.822802405219818e-05
24,hand_1_4,"[-0.007034718990325928, 0.007188737392425537]",0.00010116521657010935
24,hand_1_5,"[-0.005747735500335693, -0.0017927885055541992]",3.625055400746646e-05
24,hand_1_6,"[-0.005645036697387695, 0.0023026466369628906]",3.716862084957029e-05
24,hand_1_7,"[-0.006366729736328125, 0.0028266310691833496]",4.85250907367174e-05
24,hand_1_8,"[-0.0065847039222717285, 0.002829611301422119]",5.1365025861116465e-05
24,hand_1_9,"[-0.007276296615600586, -0.002964496612548828]",6.173273260401402e-05
24,hand_1_10,"[-0.007304072380065918, 0.0026769042015075684]",6.0515289437290676e-05
24,hand_1_11,"[-0.009075343608856201, 0.006535768508911133]",0.00012507813162088155
24,hand_1_12,"[-0.008800864219665527, 0.009375214576721191]",0.00016534985937255442
24,hand_1_13,"[-0.009054124355316162, -0.0030371546745300293]",9.120147635854892e-05
24,hand_1_14,"[-0.010193169116973877, 0.005700469017028809]",0.0001363960436613354
24,hand_1_15,"[-0.012708783149719238, 0.013508379459381104]",0.00034398948476521696
24,hand_1_16,"[-0.013642728328704834, 0.01986593008041382]",0.000580779214210736
24,hand_1_17,"[-0.010622739791870117, -0.003486454486846924]",0.00012499796557463583
24,hand_1_18,"[-0.008558034896850586, 0.0029379725456237793]",8.187164397455149e-05
24,hand_1_19,"[-0.011882901191711426, 0.010700643062591553]",0.00025570710268496555
24,hand_1_20,"[-0.014967262744903564, 0.017697393894195557]",0.0005372167047212884
25,pose_0,"[-0.0269431471824646, -0.006747722625732422]",0.0007714649407297713
25,pose_1,"[-0.020043611526489258, -0.006413266062736511]",0.0004428763446162609
25,pose_2,"[-0.01813405752182007, -0.0060433149337768555]",0.00036536569759348936
25,pose_3,"[-0.013788104057312012, -0.005504205822944641]",0.00022040809523660165
25,pose_4,"[-0.022846102714538574, -0.006771653890609741]",0.0005677997056574569
25,pose_5,"[-0.021702975034713745, -0.007014840841293335]",0.0005202271173860851
25,pose_6,"[-0.017667949199676514, -0.0074692219495773315]",0.00036794570545439775
25,pose_7,"[-0.006433963775634766, -0.0017134994268417358]",4.4331970151967326e-05
25,pose_8,"[-0.007566690444946289, -0.007060244679450989]",0.00010710185922335747
25,pose_9,"[-0.024109065532684326, -0.005740761756896973]",0.0006142033864087182
25,pose_10,"[-0.028587758541107178, -0.00474664568901062]",0.0008397905837016495
25,pose_11,"[-0.004566192626953125, -0.0021395981311798096]",2.5427995269389214e-05
25,pose_12,"[-0.0031887590885162354, -0.0009610652923583984]",1.1091831020770826e-05
25,pose_13,"[-0.005152344703674316, -0.0047640204429626465]",4.924254672644679e-05
25,pose_14,"[0.007915720343589783, -0.022694051265716553]",0.0005776785914088922
25,pose_15,"[-0.002842724323272705, -0.005243659019470215]",3.5577041490597594e-05
25,pose_16,"[0.029318571090698242, -0.008587509393692017]",0.0009333239283870753
25,pose_17,"[-0.004835724830627441, -0.001055300235748291]",2.4497893225117195e-05
25,pose_18,"[0.026160597801208496, -0.013436079025268555]",0.0008649050968898564
25,pose_19,"[-0.008309543132781982, -0.0007284283638000488]",6.957911495675262e-05
25,pose_20,"[0.023868680000305176, -0.009870290756225586]",0.0006671365245694005
25,pose_21,"[-0.007383584976196289, -0.00016045570373535156]",5.454307313357276e-05
25,pose_22,"[0.022815555334091187, -0.007763117551803589]",0.0005808155593260977
25,pose_23,"[0.0004216432571411133, -0.0034354329109191895]",1.1979982321719262e-05
25,pose_24,"[-0.00016683340072631836, -0.00015097856521606445]",5.062791075260975e-08
25,pose_25,"[0.0037245750427246094, -0.012435317039489746]",0.00016850956912151105
25,pose_26,"[0.0016879737377166748, -0.012185335159301758]",0.0001513316482837368
25,pose_27,"[0.006464958190917969, -0.009548187255859375]",0.00013296356428327272
25,pose_28,"[0.0025159120559692383, -0.005946159362792969]",4.1686624641101844e-05
25,pose_29,"[0.007145345211029053, -0.009313225746154785]",0.00013779213198361617
25,pose_30,"[0.0016373991966247559, -0.004605293273925781]",2.3889802267973437e-05
25,pose_31,"[0.006321728229522705, -0.010404586791992188]",0.00014821967412004255
25,pose_32,"[0.0051704347133636475, -0.009101152420043945]",0.00010956437049802759
25,hand_0_0,"[0.029997050762176514, -0.017149627208709717]",0.0011939327678263112
25,hand_0_1,"[0.022417336702346802, -0.017902225255966187]",0.0008230266539417386
25,hand_0_2,"[0.02550777792930603, -0.022820889949798584]",0.0011714397529916099
25,hand_0_3,"[0.026714622974395752, -0.022670477628707886]",0.001227621636577858
25,hand_0_4,"[0.033967673778533936, -0.016253262758255005]",0.001417971412213781
25,hand_0_5,"[0.03351092338562012, -0.013592839241027832]",0.0013077472647893273
25,hand_0_6,"[0.03842395544052124, -0.01356285810470581]",0.001660351471663546
25,hand_0_7,"[0.0402531623840332, -0.006768167018890381]",0.0016661251667109411
25,hand_0_8,"[0.03975403308868408, 0.002819061279296875]",0.0015883302533126198
25,hand_0_9,"[0.03396245837211609, -0.01194712519645691]",0.0012961823791375338
25,hand_0_10,"[0.034103572368621826, -0.021156519651412964]",0.001610651972062449
25,hand_0_11,"[0.023632824420928955, -0.025225847959518433]",0.0011948537953871963
25,hand_0_12,"[0.016418009996414185, -0.027300328016281128]",0.0010148589620389004
25,hand_0_13,"[0.03469419479370117, -0.013073384761810303]",0.0013746005415136153
25,hand_0_14,"[0.0339544415473938, -0.016924291849136353]",0.0014393357553901254
25,hand_0_15,"[0.021931201219558716, -0.018640786409378052]",0.0008284565048928272
25,hand_0_16,"[0.013833403587341309, -0.022567689418792725]",0.0007006636605133565
25,hand_0_17,"[0.0348411500453949, -0.016798198223114014]",0.0014960852000287517
25,hand_0_18,"[0.0330527126789093, -0.018535912036895752]",0.0014360618504740685
25,hand_0_19,"[0.021544069051742554, -0.016284942626953125]",0.0007293462676694062
25,hand_0_20,"[0.011195838451385498, -0.01890423893928528]",0.0004827170485031118
25,hand_1_0,"[-0.006343722343444824, -0.002252936363220215]",4.531853542744102e-05
25,hand_1_1,"[-0.00597614049911499, -0.000767052173614502]",3.63026243022091e-05
25,hand_1_2,"[0.0008696913719177246, 0.0017311573028564453]",3.7532686896213363e-06
25,hand_1_3,"[0.009741723537445068, 0.00812387466430664]",0.0001608985170413746
25,hand_1_4,"[0.018913567066192627, 0.018588781356811523]",0.00070326581149871
25,hand_1_5,"[-0.008784055709838867, -0.002111077308654785]",8.161628211666994e-05
25,hand_1_6,"[-0.00957024097442627, -0.002209603786468506]",9.647186120176343e-05
25,hand_1_7,"[-0.01016014814376831, -0.00016641616821289062]",0.00010325630464436131
25,hand_1_8,"[-0.010099709033966064, 0.0029085278511047363]",0.00011046365683142767
25,hand_1_9,"[-0.009549081325531006, -0.0007569193840026855]",9.1757881115484e-05
25,hand_1_10,"[-0.01012420654296875, -0.00025594234466552734]",0.00010256506460848414
25,hand_1_11,"[-0.009387314319610596, 0.0012326240539550781]",8.964103219355479e-05
25,hand_1_12,"[-0.008501827716827393, 0.0028232336044311523]",8.025172251180379e-05
25,hand_1_13,"[-0.009607791900634766, 4.273653030395508e-05]",9.231149161692542e-05
25,hand_1_14,"[-0.00912463665008545, 0.000634610652923584]",8.36617246768867e-05
25,hand_1_15,"[-0.008960902690887451, 0.000980973243713379]",8.126008554043551e-05
25,hand_1_16,"[-0.009018182754516602, 0.0017237663269042969]",8.429899054362977e-05
25,hand_1_17,"[-0.009054839611053467, 0.0006459951400756836]",8.24074301029043e-05
25,hand_1_18,"[-0.008791744709014893, 0.002690613269805908]",8.4534174796147e-05
25,hand_1_19,"[-0.010187149047851562, 0.0040991902351379395]",0.00012058136630699323
25,hand_1_20,"[-0.012026011943817139, 0.005299508571624756]",0.00017270975437355673
26,pose_0,"[-0.018606245517730713, -0.007836520671844482]",0.00040760342850632014
26,pose_1,"[-0.01680678129196167, -0.007410749793052673]",0.000337387109891063
26,pose_2,"[-0.015950441360473633, -0.007270202040672302]",0.00030727241730610366
26,pose_3,"[-0.01570528745651245, -0.006831824779510498]",0.000293329883909621
26,pose_4,"[-0.01598227024078369, -0.007271885871887207]",0.00030831328618319276
26,pose_5,"[-0.011694610118865967, -0.0074501633644104]",0.00019226883998868516
26,pose_6,"[-0.0103665292263031, -0.007439926266670227]",0.00016281743105328594
26,pose_7,"[-0.009457051753997803, -0.003320932388305664]",0.00010046441980549048
26,pose_8,"[-0.004441499710083008, -0.007824346423149109]",8.09473166241137e-05
26,pose_9,"[-0.018905043601989746, -0.008420586585998535]",0.0004283069520454319
26,pose_10,"[-0.013949066400527954, -0.009570568799972534]",0.0002861722406013456
26,pose_11,"[-0.00619959831237793, -0.009774476289749146]",0.0001339754059737075
26,pose_12,"[-5.900859832763672e-05, -0.006678193807601929]",4.460175454656934e-05
26,pose_13,"[-0.009639441967010498, -0.013012111186981201]",0.00026223387897772454
26,pose_14,"[0.01789867877960205, -0.025704920291900635]",0.0009811056292683418
26,pose_15,"[-0.004113435745239258, -0.00915515422821045]",0.00010073720257253171
26,pose_16,"[0.027242958545684814, -0.018584728240966797]",0.00108757091411249
26,pose_17,"[-0.006996452808380127, -0.00516355037689209]",7.561260439459261e-05
26,pose_18,"[0.020059794187545776, -0.02812635898590088]",0.0011934874126504624
26,pose_19,"[-0.009098291397094727, -0.001741647720336914]",8.581224312820268e-05
26,pose_20,"[0.015980571508407593, -0.023919284343719482]",0.0008275108292510325
26,pose_21,"[-0.007071316242218018, -0.0039923787117004395]",6.59426011750952e-05
26,pose_22,"[0.012048691511154175, -0.018532514572143555]",0.0004886250634976719
26,pose_23,"[-0.001493990421295166, -0.009010493755340576]",8.342100509395323e-05
26,pose_24,"[-0.0001748800277709961, -0.005003631114959717]",2.5066907358706203e-05
26,pose_25,"[-0.0022086501121520996, -0.017667531967163086]",0.000317019821128639
26,pose_26,"[-0.0008356571197509766, -0.01862800121307373]",0.00034770075201606687
26,pose_27,"[-7.891654968261719e-05, -0.009463787078857422]",8.95694936957625e-05
26,pose_28,"[0.0011145174503326416, -0.014932394027709961]",0.00022421854054588408
26,pose_29,"[0.0022643208503723145, -0.006440997123718262]",4.661359286117772e-05
26,pose_30,"[0.001690506935119629, -0.013023614883422852]",0.00017247235832940078
26,pose_31,"[-0.004683196544647217, -0.01955592632293701]",0.00040436658422393634
26,pose_32,"[-0.0015590190887451172, -0.02386784553527832]",0.0005721045910149769
26,hand_0_0,"[0.02298426628112793, -0.017217129468917847]",0.0008247060436312736
26,hand_0_1,"[0.03542259335517883, -0.01904207468032837]",0.0016173607281375624
26,hand_0_2,"[0.03305530548095703, -0.015781432390213013]",0.0013417068287262524
26,hand_0_3,"[0.03463780879974365, -0.01580926775932312]",0.0014497107455335723
26,hand_0_4,"[0.03190970420837402, -0.020243406295776367]",0.0014280247211218011
26,hand_0_5,"[0.02636319398880005, -0.013578414916992188]",0.000879391348949099
26,hand_0_6,"[0.02119898796081543, -0.010656744241714478]",0.0005629632883961122
26,hand_0_7,"[0.00044214725494384766, 0.010313272476196289]",0.00010655908336332232
26,hand_0_8,"[-0.02340686321258545, 0.030634552240371704]",0.001486357036420749
26,hand_0_9,"[0.026071935892105103, -0.01723763346672058]",0.0009768818486950437
26,hand_0_10,"[0.025993645191192627, -0.01920139789581299]",0.001044363271478943
26,hand_0_11,"[0.02030843496322632, -0.02109605073928833]",0.0008574758874502209
26,hand_0_12,"[0.014315247535705566, -0.020346105098724365]",0.0006188903046968619
26,hand_0_13,"[0.025602519512176514, -0.021048128604888916]",0.0010985127231393221
26,hand_0_14,"[0.026299655437469482, -0.022989600896835327]",0.0012201936255253898
26,hand_0_15,"[0.022075414657592773, -0.02330687642097473]",0.0010305344208072498
26,hand_0_16,"[0.01819401979446411, -0.020678281784057617]",0.000758613693822241
26,hand_0_17,"[0.024905502796173096, -0.02324959635734558]",0.0011608278003096828
26,hand_0_18,"[0.02371576428413391, -0.031123995780944824]",0.0015311405889528729
26,hand_0_19,"[0.02688741683959961, -0.035081446170806885]",0.0019536410497416057
26,hand_0_20,"[0.031978756189346313, -0.03230595588684082]",0.00206631563318016
26,hand_1_0,"[-0.005175590515136719, -0.007723867893218994]",8.644487241227239e-05
26,hand_1_1,"[-0.0053694844245910645, -0.00903242826461792]",0.00011041612334139472
26,hand_1_2,"[-0.0049942731857299805, -0.008689463138580322]",0.00010044953429044767
26,hand_1_3,"[-0.0029593706130981445, -0.0070590972900390625]",5.8588728975905724e-05
26,hand_1_4,"[0.0008991360664367676, -0.004529237747192383]",2.1322440236559714e-05
26,hand_1_5,"[-0.006483674049377441, -0.008372724056243896]",0.00011214053730057572
26,hand_1_6,"[-0.007163941860198975, -0.006035983562469482]",8.775516054271293e-05
26,hand_1_7,"[-0.008565962314605713, -0.0051721930503845215]",0.0001001272913256912
26,hand_1_8,"[-0.009515821933746338, -0.004618585109710693]",0.00011188219549040923
26,hand_1_9,"[-0.00685429573059082, -0.0059313178062438965]",8.216190088106146e-05
26,hand_1_10,"[-0.007253587245941162, -0.004408001899719238]",7.20450086824087e-05
26,hand_1_11,"[-0.008493602275848389, -0.004591584205627441]",9.322392513766431e-05
26,hand_1_12,"[-0.010121047496795654, -0.005185604095458984]",0.00012932609226723457
26,hand_1_13,"[-0.007890164852142334, -0.0039504170417785645]",7.786049619795676e-05
26,hand_1_14,"[-0.00850832462310791, -0.0023072361946105957]",7.771492674990554e-05
26,hand_1_15,"[-0.01102745532989502, -0.0014931559562683105]",0.0001238342857625696
26,hand_1_16,"[-0.013421177864074707, -0.0009301304817199707]",0.00018099315797215354
26,hand_1_17,"[-0.00927889347076416, -0.0030239224433898926]",9.524197098542686e-05
26,hand_1_18,"[-0.010185301303863525, -0.0015804171562194824]",0.0001062380810381569
26,hand_1_19,"[-0.010216891765594482, -0.0007525086402893066]",0.0001049511466035824
26,hand_1_20,"[-0.010536670684814453, 0.0002619028091430664]",0.0001110900222016653
27,pose_0,"[-0.0023827552795410156, -0.003679797053337097]",1.9218429075928967e-05
27,pose_1,"[-0.0066484808921813965, -0.0016625076532363892]",4.6966229870770704e-05
27,pose_2,"[-0.007851183414459229, -0.0019735097885131836]",6.553582189283702e-05
27,pose_3,"[-0.008984625339508057, -0.002524152398109436]",8.709483782021188e-05
27,pose_4,"[-0.002923429012298584, -0.0014258474111557007]",1.0579478029848488e-05
27,pose_5,"[-0.0026533007621765137, -0.0015649199485778809]",9.488979380023466e-06
27,pose_6,"[-0.0022708773612976074, -0.0018164217472076416]",8.456271953782846e-06
27,pose_7,"[-0.009913861751556396, -0.003037065267562866]",0.00010750842026840957
27,pose_8,"[-0.0029769539833068848, -0.0025252699851989746]",1.5239243516873557e-05
27,pose_9,"[-0.003966331481933594, -0.0051503777503967285]",4.2258176396359204e-05
27,pose_10,"[0.0007111728191375732, -0.0048882365226745605]",2.4400623080289563e-05
27,pose_11,"[-0.007747530937194824, -0.006739526987075806]",0.000105445459632314
27,pose_12,"[-0.0007458925247192383, -0.0001951456069946289]",5.944374663613416e-07
27,pose_13,"[-0.0027658939361572266, -0.012597143650054932]",0.0001663381974061906
27,pose_14,"[0.018956705927848816, -0.008624732494354248]",0.0004337427102341085
27,pose_15,"[-0.002280890941619873, -0.008400499820709229]",7.577086072529937e-05
27,pose_16,"[0.015580177307128906, -0.029562175273895264]",0.001116664131846079
27,pose_17,"[-0.005024135112762451, -0.00930178165435791]",0.00011176507557664195
27,pose_18,"[0.011408567428588867, -0.039174020290374756]",0.0016647592764833519
27,pose_19,"[-0.004952490329742432, -0.0046901702880859375]",4.6524857797436425e-05
27,pose_20,"[0.0071710944175720215, -0.03605550527572632]",0.001351424055833661
27,pose_21,"[-0.003777027130126953, -0.005846500396728516]",4.844750083066174e-05
27,pose_22,"[0.007002502679824829, -0.03472715616226196]",0.001255010418899083
27,pose_23,"[-0.001838386058807373, -0.005575120449066162]",3.446163132281299e-05
27,pose_24,"[-0.0010654032230377197, -0.0036363601684570312]",1.435819930240001e-05
27,pose_25,"[-0.00804150104522705, -0.005145668983459473]",9.114364834772459e-05
27,pose_26,"[-0.008164018392562866, -0.005821108818054199]",0.00010053650418573312
27,pose_27,"[-0.00926750898361206, -0.006259441375732422]",0.00012506732909756124
27,pose_28,"[-0.00818607211112976, -0.006298184394836426]",0.00010667890327997753
27,pose_29,"[-0.008799612522125244, -0.006280183792114258]",0.00011687388900227802
27,pose_30,"[-0.008145660161972046, -0.007431745529174805]",0.00012158262108474815
27,pose_31,"[-0.00789111852645874, -0.007468104362487793]",0.00011804233436762956
27,pose_32,"[-0.007016181945800781, -0.004765868186950684]",7.194030867196943e-05
27,hand_0_0,"[0.018884599208831787, -0.029133647680282593]",0.0012053975144370455
27,hand_0_1,"[0.018286824226379395, -0.02945008873939514]",0.0012017156670447449
27,hand_0_2,"[0.026204705238342285, -0.04187965393066406]",0.0024405919899805895
27,hand_0_3,"[0.019912421703338623, -0.06790205836296082]",0.005007194068018528
27,hand_0_4,"[0.007401525974273682, -0.09735363721847534]",0.009532513266414355
27,hand_0_5,"[0.011704802513122559, -0.031122207641601562]",0.0011055942103581629
27,hand_0_6,"[0.012809932231903076, -0.03048202395439148]",0.0010932481481420453
27,hand_0_7,"[0.03706926107406616, -0.052350133657455444]",0.004114666610530726
27,hand_0_8,"[0.06469058990478516, -0.07165670394897461]",0.009319555643060085
27,hand_0_9,"[0.010099351406097412, -0.030234426259994507]",0.0010161174300948872
27,hand_0_10,"[0.01061338186264038, -0.03321048617362976]",0.0012155802664510773
27,hand_0_11,"[0.039163053035736084, -0.06005215644836426]",0.005140006217178694
27,hand_0_12,"[0.07255041599273682, -0.08140167593955994]",0.011889795706488293
27,hand_0_13,"[0.01107025146484375, -0.029576599597930908]",0.000997325711271202
27,hand_0_14,"[0.01165151596069336, -0.033534616231918335]",0.0012603283100043328
27,hand_0_15,"[0.03780549764633179, -0.06017240881919861]",0.005049974435391569
27,hand_0_16,"[0.06926560401916504, -0.08144721388816833]",0.011431372550284813
27,hand_0_17,"[0.012766003608703613, -0.028622090816497803]",0.0009821949308452815
27,hand_0_18,"[0.014658153057098389, -0.029698997735977173]",0.0010968919175669
27,hand_0_19,"[0.027497291564941406, -0.0497736930847168]",0.0032335215666989825
27,hand_0_20,"[0.04519951343536377, -0.07047080993652344]",0.00700913106790324
27,hand_1_0,"[-0.00493013858795166, -0.006848752498626709]",7.121167728385558e-05
27,hand_1_1,"[-0.006190478801727295, -0.005272865295410156]",6.612513621817584e-05
27,hand_1_2,"[-0.007019758224487305, -0.005462288856506348]",7.911360508217058e-05
27,hand_1_3,"[-0.009657025337219238, -0.006655275821685791]",0.00013755083462640982
27,hand_1_4,"[-0.014029860496520996, -0.008391916751861572]",0.00026726125232201525
27,hand_1_5,"[-0.006738901138305664, -0.00509113073348999]",7.13324006973437e-05
27,hand_1_6,"[-0.006706655025482178, -0.006350815296173096]",8.531207655693152e-05
27,hand_1_7,"[-0.006867587566375732, -0.006593525409698486]",9.063833631017815e-05
27,hand_1_8,"[-0.0071884989738464355, -0.006484925746917725]",9.372877944002767e-05
